01317;Achillesstraat;;;20;34;1076RC;K;K48;K48b
01317;Achillesstraat;;;36;48;1076RD;K;K48;K48c
01317;Achillesstraat;;;50;62;1076RE;K;K48;K48c
01317;Achillesstraat;;;64;84;1076RG;K;K48;K48f
01317;Achillesstraat;;;86;104;1076RH;K;K48;K48f
01317;Achillesstraat;;;108;126;1076RJ;K;K48;K48f
01317;Achillesstraat;;;128;134;1076RK;K;K48;K48f
01317;Achillesstraat;;;136;144;1076RL;K;K48;K48f
01325;Achter Oosteinde;9;17;;;1017XP;A;A07;A07h
01325;Achter Oosteinde;;;2;16;1017XP;A;A07;A07h
43397;Achterdek;;;;;;;;
01333;Achtergouwtje;1A;11B;;;1027AV;N;N73;N73h
01333;Achtergouwtje;;;2A;10A;1027AV;N;N73;N73h
01341;Achtergracht;3A;27G;;;1017WL;A;A07;A07g
01341;Achtergracht;11G;11G;;;1017WL;A;A07;A07h
01341;Achtergracht;29G;47K;;;1017WN;A;A07;A07g
01341;Achtergracht;;;2A;38G;1017WP;A;A07;A07h
01368;Achterlaan;1A;23B;;;1027AJ;N;N73;N73h
01368;Achterlaan;;;10;40;1027AK;N;N73;N73h
43389;Achtersteven;1;15;;;1034VA;N;N70;N70c
43389;Achtersteven;17;31;;;1034VB;N;N70;N70c
43389;Achtersteven;33;47;;;1034VC;N;N70;N70c
43389;Achtersteven;49;63;;;1034VD;N;N70;N70c
43389;Achtersteven;;;2;16;1034VA;N;N70;N70c
43389;Achtersteven;;;18;32;1034VB;N;N70;N70c
43389;Achtersteven;;;34;48;1034VC;N;N70;N70c
43389;Achtersteven;;;50;64;1034VD;N;N70;N70c
61301;Ad Windighof;9;9;;;1087HE;M;M35;M35f
61301;Ad Windighof;;;8;10;1087HE;M;M35;M35f
60127;Adam Smithplein;;;2;8;1066BZ;F;F88;F88a
01376;Adam van Germezhof;1;15;;;1065TD;F;F89;F89b
01376;Adam van Germezhof;17;33;;;1065TE;F;F89;F89b
01376;Adam van Germezhof;;;2;16;1065TD;F;F89;F89b
01376;Adam van Germezhof;;;18;32;1065TE;F;F89;F89b
01384;Adama van Scheltemaplein;1;1;;;1077LR;K;K49;K49d
55484;Adamello;1;59;;;1060NW;F;F84;F84b
55484;Adamello;;;4;4;1060NW;F;F84;F84b
01392;Adelaarsweg;5A;13A;;;1021BM;N;N61;N61b
01392;Adelaarsweg;15;23;;;1021BN;N;N61;N61b
01392;Adelaarsweg;25;35;;;1021BP;N;N61;N61b
01392;Adelaarsweg;37;47;;;1021BR;N;N61;N61b
01392;Adelaarsweg;49;59;;;1021BS;N;N61;N61b
01392;Adelaarsweg;61A;69B;;;1021BT;N;N61;N61b
01392;Adelaarsweg;71A;77B;;;1021BV;N;N61;N61b
01392;Adelaarsweg;79;87;;;1021BW;N;N61;N61b
01392;Adelaarsweg;89;97;;;1021BX;N;N61;N61b
01392;Adelaarsweg;99;113;;;1021BZ;N;N61;N61b
01392;Adelaarsweg;115;119;;;1022CA;N;N61;N61c
01392;Adelaarsweg;121;127;;;1022CB;N;N61;N61c
01392;Adelaarsweg;129;139;;;1022CC;N;N61;N61c
01392;Adelaarsweg;;;6;14;1021BM;N;N61;N61b
01392;Adelaarsweg;;;16;24;1021BN;N;N61;N61b
01392;Adelaarsweg;;;26;34;1021BP;N;N61;N61b
01392;Adelaarsweg;;;36;46;1021BR;N;N61;N61b
01392;Adelaarsweg;;;48;60;1021BS;N;N61;N61b
01392;Adelaarsweg;;;62A;68B;1021BT;N;N61;N61b
01392;Adelaarsweg;;;70A;76B;1021BV;N;N61;N61b
01392;Adelaarsweg;;;78;88;1021BW;N;N61;N61b
01392;Adelaarsweg;;;90;98;1021BX;N;N61;N61b
01392;Adelaarsweg;;;100;104;1021BZ;N;N61;N61b
01392;Adelaarsweg;;;114;120;1022CA;N;N61;N61c
01392;Adelaarsweg;;;122;128;1022CB;N;N61;N61c
01392;Adelaarsweg;;;130;138;1022CC;N;N61;N61c
01406;Adèle Opzoomerstraat;1;5;;;1064TW;F;F77;F77d
01406;Adèle Opzoomerstraat;7;9;;;1064TX;F;F77;F77d
01406;Adèle Opzoomerstraat;11;15;;;1064TZ;F;F77;F77d
01406;Adèle Opzoomerstraat;;;2;4;1064TW;F;F77;F77d
01406;Adèle Opzoomerstraat;;;6;8;1064TX;F;F77;F77d
01406;Adèle Opzoomerstraat;;;10;16;1064TZ;F;F77;F77d
01422;Adingerdorphof;1;9;;;1069ZM;F;F82;F82b
01422;Adingerdorphof;11;17;;;1069ZN;F;F82;F82b
01422;Adingerdorphof;19;33;;;1069ZP;F;F82;F82b
01422;Adingerdorphof;;;2;10;1069ZM;F;F82;F82b
01422;Adingerdorphof;;;12;18;1069ZN;F;F82;F82b
01422;Adingerdorphof;;;20;30;1069ZP;F;F82;F82b
01430;Admiraal De Ruijterweg;1;25;;;1057JT;E;E75;E75a
01430;Admiraal De Ruijterweg;27;43;;;1057JV;E;E75;E75a
01430;Admiraal De Ruijterweg;45;55;;;1057JW;E;E75;E75a
01430;Admiraal De Ruijterweg;57;71;;;1057JX;E;E75;E75a
01430;Admiraal De Ruijterweg;73;83;;;1057JZ;E;E75;E75a
01430;Admiraal De Ruijterweg;85;97;;;1056ET;E;E40;E40c
01430;Admiraal De Ruijterweg;99;111;;;1056EV;E;E40;E40c
01430;Admiraal De Ruijterweg;113;123;;;1056EW;E;E40;E40c
01430;Admiraal De Ruijterweg;125;135;;;1056EX;E;E40;E40c
01430;Admiraal De Ruijterweg;137;145;;;1056EZ;E;E40;E40c
01430;Admiraal De Ruijterweg;147;153;;;1056GA;E;E40;E40c
01430;Admiraal De Ruijterweg;155;161;;;1056GB;E;E40;E40c
01430;Admiraal De Ruijterweg;163A;175E;;;1056GC;E;E37;E37e
01430;Admiraal De Ruijterweg;177;189;;;1056GD;E;E37;E37e
01430;Admiraal De Ruijterweg;191;199;;;1056GE;E;E37;E37e
01430;Admiraal De Ruijterweg;201;209;;;1056GG;E;E37;E37e
01430;Admiraal De Ruijterweg;211A;219E;;;1056GH;E;E37;E37e
01430;Admiraal De Ruijterweg;221;233;;;1055LR;E;E37;E37e
01430;Admiraal De Ruijterweg;235;245;;;1055LS;E;E37;E37e
01430;Admiraal De Ruijterweg;247;265;;;1055LT;E;E37;E37e
01430;Admiraal De Ruijterweg;267A;285D;;;1055LV;E;E37;E37e
01430;Admiraal De Ruijterweg;287;305;;;1055LW;E;E37;E37e
01430;Admiraal De Ruijterweg;307;325;;;1055LX;E;E37;E37e
01430;Admiraal De Ruijterweg;327;343;;;1055LZ;E;E37;E37c
01430;Admiraal De Ruijterweg;345A;363E;;;1055MA;E;E37;E37c
01430;Admiraal De Ruijterweg;365;381;;;1055MB;E;E37;E37c
01430;Admiraal De Ruijterweg;383;397;;;1055MC;E;E37;E37c
01430;Admiraal De Ruijterweg;399;415;;;1055MD;E;E37;E37c
01430;Admiraal De Ruijterweg;417;439;;;1055ME;E;E37;E37c
01430;Admiraal De Ruijterweg;441A;467D;;;1055MG;E;E37;E37c
01430;Admiraal De Ruijterweg;469;501;;;1055MH;E;E37;E37c
01430;Admiraal De Ruijterweg;503A;521C;;;1055MJ;E;E37;E37c
01430;Admiraal De Ruijterweg;523A;547E;;;1055MK;E;E37;E37c
01430;Admiraal De Ruijterweg;551;551;;;;E;E37;E37c
01430;Admiraal De Ruijterweg;;;2;2;;E;E40;E40a
01430;Admiraal De Ruijterweg;;;26M;36M;1056GJ;E;E40;E40a
01430;Admiraal De Ruijterweg;;;38;50;1056GK;E;E40;E40b
01430;Admiraal De Ruijterweg;;;52A;60C;1056GL;E;E40;E40b
01430;Admiraal De Ruijterweg;;;62;72;1056GM;E;E40;E40b
01430;Admiraal De Ruijterweg;;;74;90;1056GN;E;E40;E40b
01430;Admiraal De Ruijterweg;;;92;104;1056GP;E;E40;E40b
01430;Admiraal De Ruijterweg;;;106;114;1056GR;E;E40;E40b
01430;Admiraal De Ruijterweg;;;116;126;1056GS;E;E40;E40b
01430;Admiraal De Ruijterweg;;;128;138;1056GT;E;E40;E40b
01430;Admiraal De Ruijterweg;;;140;152;1056GV;E;E40;E40b
01430;Admiraal De Ruijterweg;;;154;162;1056GW;E;E40;E40b
01430;Admiraal De Ruijterweg;;;164A;174W;1056GX;E;E37;E37d
01430;Admiraal De Ruijterweg;;;176A;186E;1056GZ;E;E37;E37d
01430;Admiraal De Ruijterweg;;;188;198;1056HA;E;E37;E37d
01430;Admiraal De Ruijterweg;;;200;208;1056HB;E;E37;E37d
01430;Admiraal De Ruijterweg;;;210A;218E;1056HC;E;E37;E37d
01430;Admiraal De Ruijterweg;;;220A;236E;1055ML;E;E37;E37d
01430;Admiraal De Ruijterweg;;;238A;250A;1055MN;E;E37;E37d
01430;Admiraal De Ruijterweg;;;252;264;1055MP;E;E37;E37d
01430;Admiraal De Ruijterweg;;;266;268;1055MR;E;E37;E37d
01430;Admiraal De Ruijterweg;;;270;284;1055MR;E;E37;E37g
01430;Admiraal De Ruijterweg;;;286;296;1055MS;E;E37;E37g
01430;Admiraal De Ruijterweg;;;298;308;1055MT;E;E37;E37g
01430;Admiraal De Ruijterweg;;;310A;316E;1055MV;E;E37;E37g
01430;Admiraal De Ruijterweg;;;318A;328E;1055MX;E;E37;E37g
01430;Admiraal De Ruijterweg;;;330A;344A;1055MZ;E;E37;E37f
01430;Admiraal De Ruijterweg;;;346A;356A;1055NA;E;E37;E37f
01430;Admiraal De Ruijterweg;;;358A;374A;1055NB;E;E37;E37f
01430;Admiraal De Ruijterweg;;;376;392;1055NC;E;E37;E37f
01430;Admiraal De Ruijterweg;;;394;418;1055ND;E;E37;E37f
01430;Admiraal De Ruijterweg;;;420;438;1055NE;E;E37;E37f
01430;Admiraal De Ruijterweg;;;440A;464B;1055NG;E;E37;E37f
01430;Admiraal De Ruijterweg;;;466A;484C;1055NH;E;E37;E37f
01449;Admiraal Helfrichstraat;1;7;;;1056AA;E;E41;E41d
01449;Admiraal Helfrichstraat;;;6A;6A;1056AA;E;E41;E41d
01457;Admiralengracht;1;11;;;1057EJ;E;E42;E42b
01457;Admiralengracht;13;21;;;1057EK;E;E42;E42b
01457;Admiralengracht;23;33;;;1057EL;E;E42;E42b
01457;Admiralengracht;35;47;;;1057EM;E;E42;E42b
01457;Admiralengracht;49;61;;;1057EN;E;E42;E42b
01457;Admiralengracht;63;73;;;1057EP;E;E42;E42b
01457;Admiralengracht;75;89;;;1057ER;E;E42;E42b
01457;Admiralengracht;91;103;;;1057ES;E;E42;E42b
01457;Admiralengracht;105;107;;;1057ET;E;E42;E42b
01457;Admiralengracht;109A;187K;;;1057ET;E;E42;E42a
01457;Admiralengracht;189;203;;;1057EV;E;E42;E42a
01457;Admiralengracht;205A;221A;;;1057EW;E;E42;E42a
01457;Admiralengracht;223A;247A;;;1056DX;E;E41;E41a
01457;Admiralengracht;249;273;;;1056DZ;E;E41;E41a
01457;Admiralengracht;275;293;;;1056EA;E;E41;E41a
01457;Admiralengracht;295;319;;;1056EB;E;E41;E41a
01457;Admiralengracht;;;2;22;1057EX;E;E75;E75d
01457;Admiralengracht;;;24A;42A;1057EZ;E;E75;E75d
01457;Admiralengracht;;;44;58;1057GA;E;E75;E75d
01457;Admiralengracht;;;60;74;1057GB;E;E75;E75d
01457;Admiralengracht;;;76;90;1057GC;E;E75;E75d
01457;Admiralengracht;;;92;106;1057GD;E;E75;E75d
01457;Admiralengracht;;;108;108;1057GE;E;E75;E75d
01457;Admiralengracht;;;112;126;1057GE;E;E75;E75b
01457;Admiralengracht;;;132;148;1057GG;E;E75;E75b
01457;Admiralengracht;;;150;168;1057GH;E;E75;E75b
01457;Admiralengracht;;;170;178;1057GJ;E;E75;E75b
01457;Admiralengracht;;;180;200;1056TH;E;E40;E40c
01457;Admiralengracht;;;206;220;1056TJ;E;E40;E40c
01457;Admiralengracht;;;222;236;1056TK;E;E40;E40c
01457;Admiralengracht;;;238;252;1056TL;E;E40;E40c
53090;Admiraliteitstraat;3;73;;;1018KP;A;A09;A09d
53090;Admiraliteitstraat;;;26;98;1018KP;A;A09;A09d
01465;Adolf van Nassaustraat;1;11;;;1055RP;E;E37;E37f
01465;Adolf van Nassaustraat;13;23;;;1055RR;E;E37;E37f
01465;Adolf van Nassaustraat;25;35;;;1055RS;E;E37;E37f
01465;Adolf van Nassaustraat;37;43;;;1055RT;E;E37;E37f
01465;Adolf van Nassaustraat;;;2;2;1055RP;E;E37;E37a
57282;Adolphine Eduardine Kokplantsoen;1;47;;;1063PV;F;F77;F77c
57282;Adolphine Eduardine Kokplantsoen;49;95;;;1063PW;F;F77;F77c
57282;Adolphine Eduardine Kokplantsoen;;;2;48;1063PV;F;F77;F77c
57282;Adolphine Eduardine Kokplantsoen;;;50;96;1063PW;F;F77;F77c
61298;Adriaan Ditvoorsthof;1;23;;;1087GX;M;M35;M35f
61298;Adriaan Ditvoorsthof;;;2;22;1087GT;M;M35;M35f
01473;Adriaan Dorsmanstraat;13;67;;;1067XA;F;F78;F78d
01481;Adriaan Kluitstraat;1;5;;;1065XR;F;F85;F85c
01481;Adriaan Kluitstraat;7;9;;;1065XS;F;F85;F85c
01481;Adriaan Kluitstraat;;;2;4;1065XR;F;F85;F85c
01481;Adriaan Kluitstraat;;;6;8;1065XS;F;F85;F85c
01503;Adriaan Loosjesstraat;1;29;;;1035XP;N;N66;N66d
01503;Adriaan Loosjesstraat;31;59;;;1035XR;N;N66;N66d
01503;Adriaan Loosjesstraat;;;2;38;1035XS;N;N66;N66d
01511;Adriaan van Bergenstraat;1;7;;;1056JW;E;E40;E40a
01511;Adriaan van Bergenstraat;;;2;8;1056JW;E;E40;E40a
01511;Adriaan van Bergenstraat;;;4T;4T;;E;E40;E40a
01538;Adriaan van der Horststraat;19;21;;;1065GX;F;F89;F89a
01538;Adriaan van der Horststraat;;;2;36;1065GX;F;F89;F89a
01546;Adriaan van Oordthof;1;55;;;1064RW;F;F77;F77a
01546;Adriaan van Oordthof;;;2;30;1064RW;F;F77;F77a
01554;Adriaan van Swietenhof;1;17;;;1067PB;F;F78;F78a
01554;Adriaan van Swietenhof;;;2;4;1067PB;F;F78;F78a
69923;Adriana Haanenstraat;;;;;;;;
53643;Adrianus van Waertweg;3;43;;;1035SE;N;N67;N67b
53643;Adrianus van Waertweg;;;2;32;1035SG;N;N67;N67b
44776;Adrichemstraat;1;19;;;1013DR;E;E13;E13d
44776;Adrichemstraat;;;2;36;1013DS;E;E13;E13d
01562;Aert van Nesstraat;1;55;;;1013RG;E;E13;E13b
01562;Aert van Nesstraat;;;2;50;1013RH;E;E13;E13b
01570;Afrikanerplein;1;15;;;1091PN;M;M30;M30a
01570;Afrikanerplein;17A;31D;;;1091PP;M;M30;M30a
01570;Afrikanerplein;33A;43D;;;1091PR;M;M30;M30a
01570;Afrikanerplein;45A;55D;;;1091PS;M;M30;M30a
01570;Afrikanerplein;;;14;16;1091PT;M;M30;M30a
01570;Afrikanerplein;;;68;148;1091PW;M;M30;M30a
01570;Afrikanerplein;;;150;168;1091PX;M;M30;M30a
60836;Afroditekade;1A;131F;;;1076DP;K;K48;K48d
60836;Afroditekade;133;249;;;1076DZ;K;K48;K48d
60836;Afroditekade;;;2A;130F;1076DP;K;K48;K48d
60836;Afroditekade;;;132A;250C;1076DZ;K;K48;K48d
01589;Agamemnonstraat;1;19;;;1076LN;K;K48;K48f
01589;Agamemnonstraat;21;37;;;1076LP;K;K48;K48f
01589;Agamemnonstraat;39;53;;;1076LR;K;K48;K48f
01589;Agamemnonstraat;55;67;;;1076LS;K;K48;K48f
01589;Agamemnonstraat;;;2;16;1076LT;K;K48;K48f
01589;Agamemnonstraat;;;18;30;1076LV;K;K48;K48f
01589;Agamemnonstraat;;;32;44;1076LW;K;K48;K48f
47406;Agatha Christiesingel;3;75;;;1102VT;T;T93;T93a
47406;Agatha Christiesingel;77;125;;;1102VV;T;T93;T93a
47406;Agatha Christiesingel;129;213;;;1102VW;T;T93;T93a
47406;Agatha Christiesingel;;;20;30;1102WK;T;T93;T93a
01597;Agatha Dekenstraat;1;21;;;1053AL;E;E18;E18a
01597;Agatha Dekenstraat;23;39;;;1053AM;E;E18;E18a
01597;Agatha Dekenstraat;41;61;;;1053AN;E;E18;E18a
01597;Agatha Dekenstraat;;;2;28;1053AP;E;E18;E18a
01597;Agatha Dekenstraat;;;34;52;1053AR;E;E18;E18a
52671;A.J. Koejemansstraat;1;35;;;1069PL;F;F84;F84a
52671;A.J. Koejemansstraat;37;79;;;1069PM;F;F84;F84a
52671;A.J. Koejemansstraat;;;2;36;1069PL;F;F84;F84a
52671;A.J. Koejemansstraat;;;38;80;1069PM;F;F84;F84a
59447;A.J. Krophollerstraat;1;23;;;1064DB;F;F77;F77b
59447;A.J. Krophollerstraat;;;2;32;1064DB;F;F77;F77b
01600;Akbarstraat;1;9;;;1061DP;E;E39;E39d
01600;Akbarstraat;11;21;;;1061DR;E;E39;E39d
01600;Akbarstraat;23;33;;;1061DS;E;E39;E39d
01600;Akbarstraat;35;41;;;1061DT;E;E39;E39d
01600;Akbarstraat;43;53;;;1061DV;E;E39;E39d
01600;Akbarstraat;55;61;;;1061DW;E;E39;E39d
01600;Akbarstraat;63;71;;;1061DX;E;E39;E39d
01600;Akbarstraat;;;2A;12D;1061DZ;E;E39;E39d
01600;Akbarstraat;;;14A;22D;1061EA;E;E39;E39d
01600;Akbarstraat;;;24A;34D;1061EB;E;E39;E39d
01600;Akbarstraat;;;36;44;1061EC;E;E39;E39d
01600;Akbarstraat;;;46;56;1061ED;E;E39;E39d
01600;Akbarstraat;;;58;68;1061EE;E;E39;E39d
01600;Akbarstraat;;;70;82;1061EG;E;E39;E39d
01627;Akerpolderstraat;3A;47C;;;1066ET;F;F88;F88j
01627;Akerpolderstraat;;;4;4;1066ET;F;F88;F88j
51705;Akersingel;1;75;;;1060NJ;F;F84;F84b
51705;Akersingel;77;225;;;1060NK;F;F84;F84b
51705;Akersingel;;;2;76;1060NJ;F;F84;F84b
51705;Akersingel;;;78;224;1060NK;F;F84;F84b
01635;Akersluis;1C;1C;;;1066ER;F;F84;F84c
01635;Akersluis;1A;29B;;;1066ER;F;F88;F88j
01635;Akersluis;;;2A;10C;1066EZ;F;F88;F88j
01651;Akerwateringstraat;61;95;;;1069GB;F;F83;F83a
01651;Akerwateringstraat;97;135;;;1069GC;F;F83;F83a
01651;Akerwateringstraat;137A;247G;;;1069GD;F;F83;F83a
01651;Akerwateringstraat;;;2A;74V;1069GE;F;F83;F83a
69728;Akkerdistelstraat;;;;;;;;
01678;Akkerstraat;1A;29A;;;1097XK;M;M57;M57a
01678;Akkerstraat;31A;43B;;;1097XL;M;M57;M57a
01678;Akkerstraat;;;2;30;1097XM;M;M57;M57a
01678;Akkerstraat;;;32A;56B;1097XN;M;M57;M57a
01708;Akkerwindeweg;1;3;;;1032HC;N;N60;N60b
01708;Akkerwindeweg;;;2;4;1032HC;N;N60;N60b
01716;Akoleienstraat;1;9;;;1016LN;A;A06;A06c
01716;Akoleienstraat;;;2A;10A;1016LN;A;A06;A06c
01724;Albardagracht;1;1;;;1063NN;F;F77;F77c
01724;Albardagracht;;;66A;110T;1067DZ;F;F78;F78d
61379;Albardakade;3;9;;;1067DD;F;F78;F78c
62499;Albatrospad;1;143;;;1021TR;N;N61;N61b
62499;Albatrospad;;;2;144;1021TR;N;N61;N61b
01732;Alberdingk Thijmstraat;1;23;;;1054AH;E;E20;E20a
01732;Alberdingk Thijmstraat;;;2A;12C;1054AJ;E;E20;E20a
01732;Alberdingk Thijmstraat;;;22;188;1054AK;E;E20;E20a
47414;Albert Camuslaan;3;33;;;1102WE;T;T93;T93a
47414;Albert Camuslaan;35A;119B;;;1102WG;T;T93;T93a
47414;Albert Camuslaan;;;4;34;1102WH;T;T93;T93a
47414;Albert Camuslaan;;;36;116;1102WJ;T;T93;T93a
01740;Albert Cuypstraat;13;29;;;1072CK;K;K24;K24d
01740;Albert Cuypstraat;31A;49N;;;1072CL;K;K24;K24d
